1;20.58
2;20.58
3;20.58
4;20.58
5;20.58
6;20.58
7;20.58
8;20.58
9;20.58
10;20.58
11;20.58
12;20.58
13;20.58
14;20.58
15;20.58
16;20.58
17;20.58
18;20.58
19;20.58
20;20.58
21;20.58
22;20.58
23;20.58
24;20.57
25;20.57
26;20.57
27;20.57
28;20.57
29;20.57
30;20.57
31;20.57
32;20.57
33;20.57
34;20.57
35;20.57
36;20.57
37;20.57
38;20.57
39;20.57
40;20.57
41;20.57
42;20.57
43;20.55
44;20.55
45;20.55
46;20.53
47;20.53
48;20.55
49;20.53
50;20.53
51;20.53
52;20.53
53;20.53
54;20.53
55;20.53
56;20.53
57;20.52
58;20.53
59;20.53
60;20.52
61;20.52
62;20.52
63;20.52
64;20.52
65;20.52
66;20.52
67;20.52
68;20.50
69;20.52
70;20.52
71;20.52
72;20.48
73;20.50
74;20.50
75;20.50
76;20.50
77;20.48
78;20.50
79;20.50
80;20.50
81;20.50
82;20.50
83;20.50
84;20.50
85;20.50
86;20.48
87;20.48
88;20.48
89;20.48
90;20.48
91;20.48
92;20.48
93;20.48
94;20.48
95;20.48
96;20.48
97;20.48
98;20.48
99;20.48
100;20.48
101;20.48
102;20.48
103;20.48
104;20.48
105;20.48
106;20.48
107;20.48
108;20.48
109;20.48
110;20.48
111;20.48
112;20.48
113;20.48
114;20.48
115;20.48
116;20.48
117;20.48
118;20.48
119;20.47
120;20.48
121;20.48
122;20.48
123;20.48
124;20.48
125;20.48
126;20.48
127;20.48
128;20.48
129;20.48
130;20.48
131;20.47
132;20.48
133;20.47
134;20.48
135;20.48
136;20.47
137;20.48
138;20.45
139;20.47
140;20.47
141;20.47
142;20.45
143;20.45
144;20.47
145;20.47
146;20.45
147;20.45
148;20.45
149;20.45
150;20.42
151;20.43
152;20.45
153;20.43
154;20.43
155;20.45
156;20.40
157;20.42
158;20.42
159;20.40
160;20.42
161;20.42
162;20.42
163;20.40
164;20.40
165;20.40
166;20.40
167;20.40
168;20.40
169;20.40
170;20.40
171;20.40
172;20.40
173;20.40
174;20.42
175;20.40
176;20.40
177;20.40
178;20.40
179;20.40
180;20.40
181;20.40
182;20.40
183;20.40
184;20.40
185;20.40
186;20.40
187;20.40
188;20.40
189;20.40
190;20.40
191;20.40
192;20.38
193;20.40
194;20.40
195;20.40
196;20.38
197;20.40
198;20.40
199;20.40
200;20.40
201;20.40
202;20.40
203;20.40
204;20.40
205;20.40
206;20.40
207;20.38
208;20.40
209;20.40
210;20.40
211;20.40
212;20.38
213;20.40
214;20.40
215;20.40
216;20.40
217;20.40
218;20.40
219;20.38
220;20.40
221;20.38
222;20.38
223;20.40
224;20.38
225;20.38
226;20.38
227;20.38
228;20.38
229;20.38
230;20.38
231;20.38
232;20.38
233;20.38
234;20.38
235;20.38
236;20.38
237;20.38
238;20.38
239;20.38
240;20.38
241;20.37
242;20.37
243;20.37
244;20.38
245;20.37
246;20.37
247;20.37
248;20.37
249;20.37
250;20.37
251;20.37
252;20.37
253;20.37
254;20.37
255;20.37
256;20.38
257;20.37
258;20.37
259;20.37
260;20.37
261;20.37
262;20.37
263;20.37
264;20.38
265;20.37
266;20.37
267;20.37
268;20.37
269;20.37
270;20.37
271;20.37
272;20.37
273;20.35
274;20.37
275;20.37
276;20.37
277;20.37
278;20.37
279;20.37
280;20.37
281;20.35
282;20.35
283;20.35
284;20.35
285;20.35
286;20.33
287;20.35
288;20.35
289;20.35
290;20.33
291;20.35
292;20.33
293;20.35
294;20.35
295;20.35
296;20.33
297;20.35
298;20.33
299;20.30
300;20.35
301;20.32
302;20.33
303;20.32
304;20.33
305;20.32
306;20.32
307;20.30
308;20.30
309;20.32
310;20.32
311;20.32
312;20.30
313;20.30
314;20.30
315;20.30
316;20.30
317;20.30
318;20.30
319;20.30
320;20.30
321;20.30
322;20.30
323;20.32
324;20.30
325;20.30
326;20.30
327;20.30
328;20.30
329;20.30
330;20.30
331;20.30
332;20.30
333;20.30
334;20.30
335;20.30
336;20.30
337;20.30
338;20.30
339;20.30
340;20.30
341;20.30
342;20.30
343;20.30
344;20.30
345;20.30
346;20.30
347;20.30
348;20.30
349;20.30
350;20.30
351;20.28
352;20.30
353;20.30
354;20.30
355;20.30
356;20.30
357;20.30
358;20.30
359;20.30
360;20.30
361;20.30
362;20.30
363;20.30
364;20.30
365;20.30
366;20.30
367;20.30
368;20.28
369;20.30
370;20.28
371;20.28
372;20.30
373;20.30
374;20.30
375;20.30
376;20.30
377;20.30
378;20.30
379;20.32
380;20.32
381;20.32
382;20.33
383;20.35
384;20.37
385;20.38
386;20.38
387;20.40
388;20.40
389;20.40
390;20.40
391;20.42
392;20.43
393;20.45
394;20.47
395;20.47
396;20.47
397;20.47
398;20.47
399;20.47
400;20.48
401;20.47
402;20.47
403;20.47
404;20.47
405;20.48
406;20.48
407;20.48
408;20.48
409;20.48
410;20.48
411;20.48
412;20.48
413;20.48
414;20.48
415;20.50
416;20.50
417;20.53
418;20.53
419;20.53
420;20.53
421;20.53
422;20.53
423;20.52
424;20.53
425;20.53
426;20.53
427;20.53
428;20.55
429;20.57
430;20.57
431;20.57
432;20.58
433;20.58
434;20.57
435;20.57
436;20.57
437;20.57
438;20.57
439;20.57
440;20.57
441;20.57
442;20.58
443;20.60
444;20.58
445;20.58
446;20.60
447;20.60
448;20.62
449;20.62
450;20.63
451;20.65
452;20.65
453;20.65
454;20.67
455;20.67
456;20.67
457;20.67
458;20.67
459;20.67
460;20.67
461;20.67
462;20.67
463;20.67
464;20.67
465;20.67
466;20.67
467;20.67
468;20.67
469;20.67
470;20.67
471;20.67
472;20.67
473;20.67
474;20.68
475;20.70
476;20.70
477;20.72
478;20.72
479;20.72
480;20.72
481;20.72
482;20.72
483;20.72
484;20.72
485;20.72
486;20.73
487;20.73
488;20.73
489;20.73
490;20.75
491;20.75
492;20.75
493;20.75
494;20.75
495;20.77
496;20.75
497;20.77
498;20.77
499;20.77
500;20.78
501;20.78
502;20.78
503;20.78
504;20.78
505;20.78
506;20.78
507;20.80
508;20.80
509;20.80
510;20.80
511;20.80
512;20.82
513;20.82
514;20.82
515;20.82
516;20.83
517;20.83
518;20.85
519;20.85
520;20.85
521;20.85
522;20.87
523;20.87
524;20.87
525;20.88
526;20.88
527;20.90
528;20.92
529;20.93
530;20.93
531;20.93
532;20.93
533;20.95
534;20.98
535;20.98
536;20.98
537;20.98
538;21.02
539;21.02
540;21.03
541;21.05
542;21.05
543;21.05
544;21.08
545;21.08
546;21.08
547;21.12
548;21.13
549;21.12
550;21.13
551;21.13
552;21.15
553;21.17
554;21.17
555;21.20
556;21.22
557;21.22
558;21.22
559;21.23
560;21.23
561;21.28
562;21.30
563;21.30
564;21.30
565;21.30
566;21.32
567;21.32
568;21.33
569;21.35
570;21.35
571;21.37
572;21.38
573;21.38
574;21.43
575;21.43
576;21.47
577;21.47
578;21.47
579;21.47
580;21.50
581;21.52
582;21.52
583;21.52
584;21.53
585;21.55
586;21.60
587;21.58
588;21.60
589;21.60
590;21.60
591;21.60
592;21.60
593;21.62
594;21.67
595;21.70
596;21.70
597;21.70
598;21.72
599;21.73
600;21.73
601;21.75
602;21.78
603;21.78
604;21.82
605;21.82
606;21.82
607;21.83
608;21.82
609;21.83
610;21.85
611;21.85
612;21.85
613;21.88
614;21.95
615;21.97
